contest_id,contest_link,contest_name
721,https://codeforces.com/contest/721/status,Codeforces Round #374 (Div. 2)
722,https://codeforces.com/contest/722/status,"Intel Code Challenge Elimination Round (Div. 1 + Div. 2, combined)"
723,https://codeforces.com/contest/723/status,Codeforces Round #375 (Div. 2)
724,https://codeforces.com/contest/724/status,"Intel Code Challenge Final Round (Div. 1 + Div. 2, Combined)"
727,https://codeforces.com/contest/727/status,"Technocup 2017 - Elimination Round 1 (Unofficially Open for Everyone, Rated for Div. 2)"
731,https://codeforces.com/contest/731/status,Codeforces Round #376 (Div. 2)
732,https://codeforces.com/contest/732/status,Codeforces Round #377 (Div. 2)
733,https://codeforces.com/contest/733/status,Codeforces Round #378 (Div. 2)
734,https://codeforces.com/contest/734/status,Codeforces Round #379 (Div. 2)
735,https://codeforces.com/contest/735/status,Codeforces Round #382 (Div. 2)
738,https://codeforces.com/contest/738/status,"Codeforces Round #380 (Div. 2, Rated, Based on Technocup 2017 - Elimination Round 2)"
740,https://codeforces.com/contest/740/status,Codeforces Round #381 (Div. 2)
742,https://codeforces.com/contest/742/status,Codeforces Round #383 (Div. 2)
743,https://codeforces.com/contest/743/status,Codeforces Round #384 (Div. 2)
745,https://codeforces.com/contest/745/status,Codeforces Round #385 (Div. 2)
